question,context,gold_answer
Quelles opérations de mutation à titre gratuit sont exonérées ?,"46 
Ainsi, les produits à base de viande obtenus à l’aide de moyens industriels ou faisant 
l’objet d’une présentation commerciale ne sont pas concernés par l’exonération prévue 
à l’article 91-I-A-6° du CGI et demeurent soumis à la TVA dans les conditions du droit 
commun. On peut citer, à titre d’exemple, les nuggets, le « merguez », les saucisses, 
le « cordon bleu », les boulettes de viandes au fromage, etc. 
De même, sont exclus de la catégorie des viandes fraîches ou congelées les viandes 
ayant subi des transformations, telles que le séchage, le salage, le fumage ou la 
cuisson. 
Toutefois, il est à rappeler que les opérations de vente desdits produits, qui ne 
bénéficient pas de l’exonération précitée, réalisées par les commerçants dont le chiffre 
d'affaires taxable réalisé au cours de l'année précédente est inférieur à 2 000 000 de 
dirhams sont situées hors champ d’application de la TVA, en application des 
dispositions de l’article 89-I-2°-b du CGI.

Exemple 1 : Supposons qu’un contribuable a décidé de cotiser annuellement pour un contrat de retraite 
complémentaire (Montant du versement annuel est de 62 500 MAD et il a cotisé pendant 8 ans), et il n’a 
pas déduit les cotisations pour le calcul de son  RGI.
Avant la LF 2025 : 
-
Capital de 700 000 : exonéré
-
Rente certaine de 100 000 pendant 8 ans : exonéré
-
Rente viagère de 70 000 : exonéré
Après la LF 2025 : 
-
Capital de 700 000: exonéré
-
Rente certaine de 100 000 pendant 8 ans : exonéré
-
Rente viagère de 70 000 : exonéré
Exemple 1

régularisation de la situation juridique des immeubles attribués aux familles de 
«Chouhadas», la LF 2025 a complété les dispositions de l’article 129-III du CGI par un 
nouvel alinéa 20°, en vue de consacrer l’exonération en matière des droits 
d’enregistrement pour les actes portant mutation à titre gratuit d’immeubles au profit 
des familles de Chouhadas composées des veuves de martyrs et leurs enfants, des 
militaires mutilés lors des opérations et des militaires rapatriés et ralliés. 
Date d’effet : 
Les dispositions précitées prévues par l’article 129 du CGI, telles que modifiées et 
complétées par le paragraphe I de l’article 8 de la LF 2025, sont applicables aux actes 
et conventions enregistrés à compter du 1er janvier 2025.

l’administration fait foi. 
Dans le cadre de l’harmonisation, la LF 2025 a également prévu le remplacement de 
l’expression « conservateur de la propriété foncière et des hypothèques » par 
« conservateur de la propriété foncière ». 
Date d’effet : 
Les dispositions précitées prévues par l’article 139-I du CGI, telles que complétées par 
le paragraphe I de l’article 8 de la LF 2025, sont applicables aux actes et conventions 
enregistrés à compter du 1er janvier 2025. 
5- Consécration de l’exonération des droits d’enregistrement des opérations 
de mutation à titre gratuit des biens immobiliers, au profit des familles de 
Chouhadas, des militaires mutilés lors des opérations et des militaires 
rapatriés et ralliés 
Dans le cadre de la mise en œuvre des Hautes Instructions Royales pour la 
régularisation de la situation juridique des immeubles attribués aux familles de 
«Chouhadas», la LF 2025 a complété les dispositions de l’article 129-III du CGI par un","Les opérations de mutation à titre gratuit d'immeubles au profit des familles de Chouhadas, composées des veuves de martyrs et leurs enfants, des militaires mutilés lors des opérations et des militaires rapatriés et ralliés, sont exonérées des droits d'enregistrement."
Quelles sont les nouvelles obligations pour les notaires en matière de transmission électronique ?,"Avant la promulgation de la LF 2025, le CGI prévoyait
l’obligation pour les notaires, les adoul, les experts
comptables et les comptables agréés d’accomplir la
formalité de l’enregistrement par procédé électronique.
Institution d’une sanction applicable aux professionnels chargés d’accomplir la formalité de 
l’enregistrement par voie électronique (article 206 bis du CGI)
Avant la LF 2025
Après la LF 2025
Afin de sécuriser les informations communiquées par les
professionnels
chargés
d’accomplir
la
formalité
de
l’enregistrement par voie électronique, la LF 2025 a
institué une amende de 1 000 dirhams applicable à ces
derniers, en cas de non renseignement d’informations
obligatoires, de communication d’informations erronées
ou en cas de non transmission de l’acte ou de la
convention enregistrée par voie électronique.

La LF 2025 a introduit les modalités d’évaluation des immobilisations transférées dans le
cadre de l’article 161-bis, comme suit :
-
Évaluation à la valeur réelle :
Lorsque les immobilisations sont évaluées à leur valeur réelle, la société ayant réalisé le
transfert bénéficie d’un sursis de paiement de l’impôt sur les sociétés correspondant à la
plus-value nette générée par le transfert.
Cependant, la société bénéficiaire du transfert ne peut déduire de son résultat fiscal que les
dotations aux amortissements et aux provisions calculées sur la base de la valeur d’origine
des immobilisations, telle qu’inscrite dans l’actif de la société du groupe ayant effectué le
transfert initial.
-
Évaluation à la valeur nette comptable :
Dans ce cas, les immobilisations transférées sont inscrites dans le bilan des sociétés
bénéficiaires à leur valeur comptable, telle qu’elle figurait dans le dernier bilan clos des
sociétés ayant réalisé le transfert, avant l’opération.

53 
Ainsi, en ce qui concerne les opérations de transfert des immobilisations corporelles, 
incorporelles et financières entre les sociétés du groupe, prévues par le paragraphe I 
de l’article 161-bis du CGI, le droit fixe de mille (1000) dirhams est remis en cause 
notamment dans les cas suivants : 
- 
le non-respect du seuil des participations détenues par la société mère dans le 
capital social des sociétés membres du groupe ; 
- 
l’inscription des immobilisations transférées à un compte autre que l'actif 
immobilisé des sociétés concernées par les opérations de transfert ; 
- 
le non-respect de l’obligation de transfert des immobilisations en contrepartie 
de l'octroi des titres de participation dans le capital social de la société membre 
du groupe ayant bénéficié du transfert de ces immobilisations ; 
- 
la sortie des sociétés concernées par les opérations de transfert du groupe de 
sociétés. 
Par ailleurs, l’application du droit fixe de mille (1000) dirhams n’est pas remise en

- 
la sortie des sociétés concernées par les opérations de transfert du groupe de 
sociétés. 
Par ailleurs, l’application du droit fixe de mille (1000) dirhams n’est pas remise en 
cause en cas de non-respect des conditions de forme, en l’occurrence, le retard dans 
le dépôt des états ou de la déclaration, visés par les articles 20 bis et 83-II du CGI qui 
font renvoi à l’article 161-bis (I et II) du CGI. 
V.MESURE SPECIFIQUE A LA TAXE SPECIALE ANNUELLE SUR LES VEHICULES 
Prolongation du délai de paiement de la taxe spéciale annuelle sur les 
véhicules (TSAV) à 60 jours au lieu de 30 jours pour les véhicules mis en 
circulation en cours d’année 
Avant l’entrée en vigueur de la LF pour l’année 2025, la TSAV relative aux véhicules 
mis en circulation en cours d’année était payée dans les 30 jours suivant la date du 
récépissé du dépôt du dossier auprès de l’Agence nationale de la sécurité routière 
(NARSA) pour l’obtention de la carte grise.","Les nouvelles obligations pour les notaires en matière de transmission électronique, instaurées par la LF 2025, incluent l'accomplissement de la formalité de l'enregistrement par voie électronique. De plus, une amende de 1 000 dirhams est applicable en cas de non renseignement d'informations obligatoires, de communication d'informations erronées ou de non transmission de l'acte ou de la convention enregistrée par voie électronique."
Quelles sont les nouvelles sanctions pour les professionnels chargés de l’enregistrement électronique ?,"Avant la promulgation de la LF 2025, le CGI prévoyait
l’obligation pour les notaires, les adoul, les experts
comptables et les comptables agréés d’accomplir la
formalité de l’enregistrement par procédé électronique.
Institution d’une sanction applicable aux professionnels chargés d’accomplir la formalité de 
l’enregistrement par voie électronique (article 206 bis du CGI)
Avant la LF 2025
Après la LF 2025
Afin de sécuriser les informations communiquées par les
professionnels
chargés
d’accomplir
la
formalité
de
l’enregistrement par voie électronique, la LF 2025 a
institué une amende de 1 000 dirhams applicable à ces
derniers, en cas de non renseignement d’informations
obligatoires, de communication d’informations erronées
ou en cas de non transmission de l’acte ou de la
convention enregistrée par voie électronique.

49 
2- Institution d’une sanction applicable aux professionnels chargés 
d’accomplir la formalité de l’enregistrement par voie électronique  
Les dispositions du CGI prévoient l’obligation pour les notaires, les adoul, les experts 
comptables et les comptables agréés d’accomplir la formalité de l’enregistrement par 
procédé électronique. 
Afin de sécuriser les informations communiquées par les professionnels chargés 
d’accomplir la formalité de l’enregistrement par voie électronique, la LF 2025 a 
complété le CGI par un nouvel article 206 bis, qui prévoit ce qui suit : 
 l’application d’une amende de 1000 dirhams aux personnes accomplissant la 
formalité de l’enregistrement par procédé électronique, en cas de non 
renseignement d’informations obligatoires, de renseignement d’informations 
incomplètes ou erronées ou en cas de non transmission de l’acte ou de la 
convention ; 
 la détermination des informations devant être déclarées par les personnes

La Loi de Finances pour l’année 2025 a institué une contribution sociale de solidarité sur les
bénéfices mise à la charge des personnes qui versent des gains de jeux de hasard.
Cette contribution est calculée au taux de 2% sur la base du bénéfice net fiscal servant au
calcul de l’IS ou de l’IR selon le régime du Résultat Net Réel (RNR) ou du Résultat Net Simplifié
(RNS).
Les personnes concernées doivent souscrire une déclaration, par procédé électronique, dans
les trois mois qui suivent la clôture du dernier exercice. Le montant de la contribution doit
faire l’objet d’un versement spontané, en même temps que la souscription de la déclaration.
Les dispositions relatives au recouvrement, au contrôle, au contentieux, aux sanctions et à la
prescription, prévues dans le présent code, en matière d’impôt sur les sociétés ou d’impôt
sur le revenu, s’appliquent à la contribution sociale de solidarité sur les bénéfices des
entreprises de jeux de hasard.

procédure d’application des sanctions en cas de déclaration ne comportant pas 
certaines indications est également applicable lorsque la déclaration des gains de jeux 
de hasard par internet de source étrangère prévue à l’article 154 quater du CGI ne 
comporte pas les indications prévues par cet article qui n’ont pas d’incidence sur la 
base imposable ou sur le montant de l’impôt. 
A ce titre, il est rappelé que le contribuable concerné est invité par lettre dans les 
formes prévues à l'article 219 du code précité, à compléter sa déclaration dans un délai 
de 15 jours suivant la date de réception de ladite lettre. 
Si le contribuable susvisé ne complète pas sa déclaration dans le délai précité, 
l'administration l’informe par lettre, dans les formes prévues à l'article 219 précité, de 
l'application des sanctions prévues à l’article 184 du CGI.","Les nouvelles sanctions pour les professionnels chargés de l'enregistrement électronique, instituées par la Loi de Finances 2025, comprennent une amende de 1 000 dirhams en cas de non renseignement d'informations obligatoires, de renseignement d'informations incomplètes ou erronées, ou en cas de non transmission de l'acte ou de la convention enregistrée par voie électronique."
Quelles sont les mesures fiscales communes introduites ?,"la conclusion des accords à l’amiable entre l’administration fiscale et les contribuables 
au cours des procédures fiscales.  
Les procédures fiscales concernées sont les procédures prévues par le CGI, 
notamment, la vérification de comptabilité, l’examen de l’ensemble de la situation 
fiscale des personnes physiques, le contrôle des prix ou déclarations estimatives, les 
procédures de dépôt de la déclaration rectificative, la rectification en matière de profits 
fonciers, la procédure de taxation d’office, etc. 
A cet effet, l’accord peut être conclu après l’engagement des procédures précitées. En 
cas de contrôle fiscal, l’accord ne peut être conclu qu’après envoi de la première lettre 
de notification.

Impôt sur les Sociétés

b) Clarification des modalités d’imposition des SEP soumises à l’IS   
Suite à l’intégration des SEP comprenant plus de 5 associés personnes physiques ou 
au moins une personne morale dans le champ des personnes obligatoirement passibles 
de l’IS, ces sociétés sont devenues comme des entités distinctes fiscalement, ayant 
leur propre identifiant fiscal et leur propre résultat fiscal imposable, tout en consacrant 
le principe de solidarité entre tous les associés pour le paiement de l’impôt dû. 
De même, les bénéfices distribués par ces SEP sont considérés comme des dividendes 
soumis à la retenue à la source sur les produits d’actions, parts sociales et revenus 
assimilés dans les conditions de droit commun.

52 
6- Exonération des actes de constitution des garanties au profit de 
l’administration fiscale relatives à tous les impôts ainsi que les 
mainlevées y afférents 
Avant l’entrée en vigueur de la LF pour l’année 2025, les dispositions de l’article 129- 
IV (17° et 21°) du CGI prévoyaient l’exonération en matière des droits 
d’enregistrement des actes portant : 
 cautionnement bancaire ou d’hypothèque produits ou consentis en garantie du 
paiement des droits d’enregistrement, ainsi que les mainlevées délivrées par 
l’inspecteur des impôts chargé de l’enregistrement ; 
 hypothèque consentie en garantie du paiement de la taxe sur la valeur ajoutée 
versée par l’Etat, ainsi que la mainlevée délivrée par le receveur de 
l’administration fiscale, tel que prévu à l’article 93-I du CGI. 
La LF 2025 a modifié et complété les dispositions de l’article 129-IV-21° du CGI, afin 
de prévoir la généralisation de l’exonération des droits d’enregistrement à tous les",Information non disponible dans le contexte fourni.
Comment la LF 2025 simplifie-t-elle les taxes parafiscales ?,"PRINCIPALES 
DISPOSITIONS 
FISCALES 
DE LA LF 2025

Avant la promulgation de la LF 2025, les personnes
physiques qui louent leurs biens à des personnes
morales ou des personnes physiques dont le revenu
est déterminé selon le régime du résultat net réel
ou du résultat net simplifié dont le montant brut
est égal ou supérieur à 120 000 dirhams sont
soumis à l’impôt retenu à la source au taux non
libératoire de 15%.
À cet effet, les titulaires de revenus fonciers étaient
tenus de déposer leur déclaration de revenu global
y compris le revenu foncier.
Avant la LF 2025
Afin d’assurer l’équité fiscale et de simplifier ce mode
d’imposition, notamment pour les salariés et les
retraités, la LF 2025 a institué une option à
l’imposition de ces revenus au taux libératoire de
20% avec possibilité de bénéficier de la dispense de la
déclaration annuelle du revenu global pour lesdits
revenus.
Relèvement du seuil de retenue à la source sur les
revenus fonciers : Le seuil d'application de la retenue
à la source sur les revenus fonciers est également

opérations réalisées au cours de ladite année. Ce prorata est retenu pour le calcul de 
la taxe à déduire au cours de l'année suivante.  
A cet effet, pour le calcul du prorata de déduction au titre de l’année 2025, les 
entreprises concernées doivent calculer le prorata de déduction à partir des opérations 
réalisées au cours de l’année 2024, selon le régime fiscal applicable auxdites opérations 
à partir du 1er janvier 2025. 
4- Exonération de la viande fraîche ou congelée assaisonnée de la TVA sans 
droit à déduction 
Avant l’entrée en vigueur de la LF 2025, les dispositions de l’article 91-I-A-6° du CGI 
exonéraient de la TVA sans droit à déduction, la viande fraîche ou congelée. 
La LF 2025 prévoit l’élargissement de l’exonération de la viande fraîche ou congelée 
de la TVA sans droit à déduction en vue d’inclure la viande assaisonnée. 
Ainsi, à compter du 1er janvier 2025, la viande fraîche ou congelée assaisonnée ou non

applicables à compter du 1er janvier 2025.
Avant la LF 2025
-
Le montant des bons représentatifs des frais de
nourriture
ou
d'alimentation,
délivrés
par
les
employeurs à leurs salariés afin de leur permettre de
régler tout ou partie des prix des repas ou des produits
alimentaires et ce, dans la limite de quarante (40)
dirhams par salarié et par jour de travail. Ces bons
peuvent être payés par procédé électronique.
-
Toutefois, le montant de ces frais ne peut en aucun cas
être supérieur à 20% du salaire brut imposable du
salarié. Cette exonération ne peut être cumulée avec les
indemnités
alimentaires
accordées
aux
salariés
travaillant dans des chantiers éloignés de leur lieu de
résidence ;
Après la LF 2025",Information non disponible dans le contexte fourni.
Quel est le nouveau délai de paiement de la TSAV ?,"Impôt sur les Sociétés

Taxe sur la Valeur Ajoutée

Impôt sur le Revenu

Exemple 1 : Supposons qu’un contribuable a décidé de cotiser annuellement pour un contrat de retraite 
complémentaire (Montant du versement annuel est de 62 500 MAD et il a cotisé pendant 6 ans), et il n’a 
pas déduit les cotisations pour le calcul de son  RGI.
Avant la LF 2025 : 
-
Capital de 600 000 : exonéré
Après la LF 2025 : 
-
Pour le cas du capital de 600 000 :
-
Capital = 600 000
-
Le montant cotisé = 62 500 x 6 = 375 000
-
Gains = 600 000 – 375 000 = 225 000
-
Donc IR = 225 000 x 37% - 27 400 = 55 850
‘’Payé par voie de retenue à la source opérée par le débirentier’’
Exemple 2",Information non disponible dans le contexte fourni.
Qu’est-ce que la nouvelle contribution sociale de solidarité sur les jeux de hasard ?,"sur le revenu, s’appliquent à la contribution sociale de solidarité sur les bénéfices des
entreprises de jeux de hasard.
Institution d’une contribution sociale de solidarité sur les bénéfices des 
entreprises des jeux de hasard (Articles 299 à 303 du CGI)

période antérieure à cette date. 
G- Date d’effet 
Le paragraphe IV-21 de l’article 8 de la LF 2025 a prévu que les nouvelles dispositions 
des articles 293 à 297 du CGI, telles qu’ajoutées par le paragraphe II de cet article 8 de 
la LF 2025, sont applicables à compter du 1er janvier 2025. 
VIII. CONTRIBUTION SOCIALE DE SOLIDARITE SUR LES BENEFICES DES 
ENTREPRISES DE JEUX DE HASARD 
La LF 2025 a complété le CGI par les articles 298 à 303 afin d’instituer une contribution 
sociale de solidarité sur les bénéfices des entreprises de jeux de hasard mise à la 
charge des établissements qui versent ces gains. 
Ladite contribution est calculée au taux de 2% sur la base du même montant du 
bénéfice net servant pour le calcul de l’impôt sur les sociétés ou de l’impôt sur le 
revenu déterminé d’après le régime du résultat net réel ou celui du résultat net 
simplifié. 
En ce qui concerne les entreprises de jeux de hasard exerçant en même temps une

Impôt sur les Sociétés

revenu déterminé d’après le régime du résultat net réel ou celui du résultat net 
simplifié. 
En ce qui concerne les entreprises de jeux de hasard exerçant en même temps une 
autre activité, ladite contribution ne s’applique qu’à la partie du bénéfice correspondant 
à l’activité de jeux de hasard.","La nouvelle contribution sociale de solidarité sur les bénéfices des entreprises de jeux de hasard est une taxe mise en place par la Loi de Finances 2025. Elle est instituée par les articles 298 à 303 du Code Général des Impôts (CGI) et s'applique aux établissements qui versent des gains issus de jeux de hasard. Cette contribution est calculée à un taux de 2% sur le bénéfice net, qui sert également de base pour le calcul de l'impôt sur les sociétés ou de l'impôt sur le revenu, déterminé selon le régime du résultat net réel ou simplifié. Pour les entreprises de jeux de hasard qui exercent également une autre activité, la contribution s'applique uniquement à la partie du bénéfice correspondant à l'activité de jeux de hasard. Les dispositions entreront en vigueur à partir du 1er janvier 2025."
Comment la taxe spéciale sur le ciment a-t-elle été intégrée dans le CGI ?,"293, 294, 295, 296 et 297). 
L’intégration de cette taxe dans le CGI vise notamment : 
 l’attribution de la gestion de cette taxe à la Direction Générale des Impôts (DGI), 
pour le ciment produit localement et à l’Administration des Douanes et Impôts 
Indirects (ADII) pour le ciment importé ; 
 l’application des règles de recouvrement, de contrôle, de contentieux, de 
sanctions et de prescription prévues par le CGI à la taxe sur le ciment produit 
localement ; 
 l’application des règles prévues en matière de douane pour la liquidation et la 
perception de la taxe sur le ciment importé ainsi que pour la constatation des 
infractions, l’application des sanctions et l’engagement des poursuites. 
Le produit de cette taxe reste affecté comme par le passé au compte d’affectation 
spéciale intitulé « Fonds de solidarité habitat et intégration urbaine ». 
A- Opérations taxables 
Conformément aux dispositions de l’article 293 du CGI, la taxe spéciale sur le ciment

spéciale intitulé « Fonds de solidarité habitat et intégration urbaine ». 
A- Opérations taxables 
Conformément aux dispositions de l’article 293 du CGI, la taxe spéciale sur le ciment 
s’applique au ciment produit localement ou à l'importation. 
La gestion de la taxe spéciale sur le ciment produit localement est attribuée à la DGI 
et la gestion de la taxe sur le ciment à l’importation incombe à l’ADII, conformément 
aux dispositions du CGI. 
B- Liquidation 
En application des dispositions de l’article 294 du CGI, la taxe appliquée au ciment 
produit localement est liquidée par les entreprises de production du ciment sur la base 
des quantités de ciment vendues et celles utilisées pour leur consommation interne 
comme matières intermédiaires. 
Pour le ciment importé, la taxe est liquidée comme en matière de douane. 
C- Taux de la taxe 
Le taux de la taxe est fixé à 0,15 dirham par kilogramme de ciment, conformément 
aux dispositions de l’article 295 du CGI.

45 
La taxe sur la valeur ajoutée ayant grevé les biens prévus à l’article 102 du CGI et 
acquis par les contribuables visés au premier alinéa ci-dessus, antérieurement au 1er 
janvier de l’année en cours n’ouvre pas droit à déduction.  
De même, en vertu des dispositions de l’article 125-III du CGI, à titre transitoire et par 
dérogation aux dispositions de l’article 95 du CGI, les sommes perçues à compter du 
1er janvier 2025 par les contribuables assujettis à compter de cette date, en paiement 
des ventes entièrement exécutées et facturées avant cette date, sont soumises au 
régime fiscal applicable à la date d’exécution de ces opérations.  
Par ailleurs, et conformément aux dispositions de l’article 125-IV du CGI, les assujettis 
à la TVA selon le régime de l’encaissement, concernés par les dispositions précédentes, 
doivent adresser avant le 1er mars 2025 au service local des impôts dont ils relèvent

Conformément aux dispositions de l’article 297 du CGI, les dispositions relatives au 
recouvrement, au contrôle, au contentieux, aux sanctions et à la prescription, prévues 
dans le CGI, s’appliquent à la taxe spéciale sur le ciment produit localement. 
Pour le ciment importé, cette taxe est perçue, les infractions constatées et réprimées 
et les poursuites engagées comme en matière de douane.  
F- Abrogation 
Le paragraphe III de l’article 8 de la LF 2025 a prévu qu’à compter du 1er janvier 2025, 
l’article 12 de la loi de finances n° 44-01 pour l'année budgétaire 2002, tel que modifié 
et complété, relatif à la taxe spéciale sur le ciment est abrogé. 
Toutefois, les dispositions de cet article demeurent applicables pour les besoins 
d’assiette, de recouvrement, de contrôle et de contentieux de cette taxe concernant la 
période antérieure à cette date. 
G- Date d’effet 
Le paragraphe IV-21 de l’article 8 de la LF 2025 a prévu que les nouvelles dispositions","La taxe spéciale sur le ciment a été intégrée dans le Code Général des Impôts (CGI) par plusieurs dispositions. Elle est désormais gérée par la Direction Générale des Impôts (DGI) pour le ciment produit localement et par l’Administration des Douanes et Impôts Indirects (ADII) pour le ciment importé. Les règles de recouvrement, de contrôle, de contentieux, de sanctions et de prescription du CGI s'appliquent à la taxe sur le ciment produit localement, tandis que pour le ciment importé, les règles douanières sont appliquées. Le produit de cette taxe est affecté au compte spécial « Fonds de solidarité habitat et intégration urbaine ». Les modalités de liquidation de la taxe sont définies : pour le ciment produit localement, les entreprises liquidant la taxe sur la base des quantités vendues et utilisées, et pour le ciment importé, la liquidation se fait comme en matière de douane. Le taux de la taxe est fixé à 0,15 dirham par kilogramme de ciment. Les dispositions relatives au recouvrement, au contrôle, au contentieux, aux sanctions et à la prescription, prévues dans le CGI, s'appliquent également à cette taxe."
Quelles sont les nouvelles dispositions concernant la notification électronique en matière fiscale ?,"à l’adresse électronique communiquée à l’administration fiscale par le contribuable. 
Toutefois, l’expression « également » précitée pouvait laisser entendre que la 
notification électronique est un moyen secondaire de notification pouvant être utilisé 
parallèlement à la notification habituelle.  
Dans le but d’éviter les divergences d’interprétation, la LF 2025 a clarifié les 
dispositions de l’article 219-II précité, en supprimant l’expression « également » et en 
précisant qu’outre les formes de notification habituelles, la notification peut être 
effectuée par procédé électronique, conformément à la législation et la réglementation 
en vigueur et que cette notification produit les mêmes effets juridiques que la 
notification habituelle. 
Par ailleurs, la LF 2025 a supprimé le renvoi au texte réglementaire prévu à l’article 
145-X du CGI qui devait fixer les modalités d’application de tenue de l’adresse

notification habituelle. 
Par ailleurs, la LF 2025 a supprimé le renvoi au texte réglementaire prévu à l’article 
145-X du CGI qui devait fixer les modalités d’application de tenue de l’adresse 
électronique, vu que la loi n° 43-20 relative aux services de confiance pour les 
transactions électroniques et son décret d’application n° 2-22-687, ont déjà prévu les 
modalités de tenue d’une adresse électronique auprès d’un prestataire de services de 
confiance. 
6- Encadrement de la procédure d’accord à l’amiable entre l’administration 
et le contribuable  
Dans le cadre de la consolidation de la confiance partagée entre l’administration fiscale 
et les usagers, tel que recommandé par la loi-cadre n° 69-19 portant réforme fiscale, 
la LF 2025 a institué au niveau de l’article 221 ter du CGI un cadre juridique clair pour 
la conclusion des accords à l’amiable entre l’administration fiscale et les contribuables 
au cours des procédures fiscales.

la conclusion des accords à l’amiable entre l’administration fiscale et les contribuables 
au cours des procédures fiscales.  
Les procédures fiscales concernées sont les procédures prévues par le CGI, 
notamment, la vérification de comptabilité, l’examen de l’ensemble de la situation 
fiscale des personnes physiques, le contrôle des prix ou déclarations estimatives, les 
procédures de dépôt de la déclaration rectificative, la rectification en matière de profits 
fonciers, la procédure de taxation d’office, etc. 
A cet effet, l’accord peut être conclu après l’engagement des procédures précitées. En 
cas de contrôle fiscal, l’accord ne peut être conclu qu’après envoi de la première lettre 
de notification.

du respect des conditions ci-après : 
- le délai écoulé entre la date d'acquisition des éléments concernés par la cession 
et la date de la réalisation de leur cession, doit être supérieur à huit (8) ans ; 
- l’entreprise concernée s’engage à réinvestir le montant global des produits de 
cession net d’impôt en immobilisations, dans un délai de trente-six (36) mois à 
compter de la date de clôture de l’exercice concerné par la cession, selon un 
modèle établi par l’administration à joindre à la déclaration du résultat fiscal 
prévue à l’article 20-I ou 82-I  du CGI ; 
- ladite entreprise souscrit à l’administration fiscale un état comprenant le 
montant global des produits de cession net d’impôt ayant fait l’objet du 
réinvestissement et la nature des immobilisations acquises ainsi que la date et 
le prix de leur acquisition, selon un modèle établi par l’administration à joindre 
à la déclaration du résultat fiscal prévue à l’article 20-I ou 82-I du CGI ;","Les nouvelles dispositions concernant la notification électronique en matière fiscale, instaurées par la LF 2025, précisent que la notification peut être effectuée par procédé électronique, en plus des formes de notification habituelles. Cette notification électronique produit les mêmes effets juridiques que la notification habituelle. De plus, la LF 2025 a supprimé l'expression « également » pour éviter toute ambiguïté et a éliminé le renvoi à l'article 145-X du CGI, car la loi n° 43-20 relative aux services de confiance pour les transactions électroniques et son décret d'application n° 2-22-687 ont déjà fixé les modalités de tenue d'une adresse électronique auprès d'un prestataire de services de confiance."
Quels avantages fiscaux sont accordés à la FIFA et ses organismes affiliés ?,"Association (FIFA) pour l’implantation de son bureau régional permanent à Rabat et 
pour appuyer le développement de ses activités au Maroc et dans la région, la LF 2025 
a institué un régime d’incitation fiscale en faveur de ses représentations au Maroc et 
des organismes qui lui sont affiliés, au titre de toutes leurs activités ou opérations 
conformes à l’objet défini dans ses statuts. 
A ce titre, la LF 2025 a institué en faveur de la FIFA au Maroc et des organismes qui 
lui sont affiliés, l’exonération de l’impôt sur les sociétés, de l’impôt sur les revenus 
salariaux, de la TVA et des droits d’enregistrement et de timbre.

Dans le cadre de l’accompagnement de la Fédération Internationale de Football (FIFA) et des
organismes qui lui sont affiliés, pour l’implantation de son bureau régional permanent au
Maroc et pour appuyer le développement de ses activités au Maroc et dans la région, la Loi
de Finances 2025 a institué un régime d’incitation fiscale en faveur des représentations de
la FIFA et des organismes qui lui sont affiliés au Maroc, au titre de toutes leurs activités et
opérations réalisées conformément à ses statuts.
À ce titre, la LF 2025 a accordé à la FIFA et aux organismes qui lui sont affiliés au Maroc,
l’exonération de l’impôt sur les sociétés, de l’impôt sur les revenus salariaux, de la taxe sur
la valeur ajoutée et des droits d’enregistrement et de timbre
Institution d’un régime d’incitation fiscale en faveur des représentations de la 
FIFA et des organismes qui lui sont affiliés, pour l’implantation au Maroc

dispositions de l’article 57-26° du CGI. 
C- En matière de TVA 
La LF 2025 prévoit l’exonération de la TVA, à l’intérieur et à l’importation, des biens, 
matériels, marchandises et services acquis ainsi que les opérations réalisées par les 
représentations de la Fédération Internationale de Football Association au Maroc et les 
organismes qui lui sont affiliés, conformément à l’objet défini dans ses statuts. 
Ainsi, à compter du 1er janvier 2025 et conformément aux dispositions de l’article 92-
I-56° du CGI, sont exonérés de la TVA à l’intérieur, les biens, matériels, marchandises 
et services acquis ainsi que les opérations réalisées par les représentations de la 
Fédération Internationale de Football Association au Maroc et les organismes qui lui 
sont affiliés, conformément à l’objet défini dans ses statuts.

qui lui sont rattachés. 
 Exonération de la retenue à la source sur les produits bruts 
L’article 8 de la LF 2025 a complété l’article 6-I-C du CGI par un alinéa 5° qui prévoit 
l’exonération permanente de la retenue à la source sur les produits bruts et les 
rémunérations analogues visés à l’article 15 du CGI, versés, mis à la disposition ou 
inscrits en compte de la FIFA ou de ses organismes affiliés non-résidents, par les 
représentations de la FIFA et ses organismes affiliés établis au Maroc. 
B- En matière d’IR 
La LF 2025 prévoit l’exonération de l’IR au titre des revenus salariaux et assimilés 
versés par les représentations de la FIFA au Maroc et les organismes qui lui sont affiliés 
à leur personnel n’ayant pas la nationalité marocaine et ce, conformément aux 
dispositions de l’article 57-26° du CGI. 
C- En matière de TVA 
La LF 2025 prévoit l’exonération de la TVA, à l’intérieur et à l’importation, des biens,","Les avantages fiscaux accordés à la FIFA et ses organismes affiliés au Maroc incluent :

1. Exonération de l'impôt sur les sociétés.
2. Exonération de l'impôt sur les revenus salariaux pour le personnel n'ayant pas la nationalité marocaine.
3. Exonération de la taxe sur la valeur ajoutée (TVA) tant à l'intérieur qu'à l'importation pour les biens, matériels, marchandises et services acquis ainsi que pour les opérations réalisées conformément à l'objet défini dans ses statuts.
4. Exonération de la retenue à la source sur les produits bruts et les rémunérations analogues versés, mis à la disposition ou inscrits en compte de la FIFA ou de ses organismes affiliés non-résidents."
